Ejecucion,Fila,Columna,Valor
1,1,1,0.83447265625
1,1,2,1.76953125
1,1,3,1.212890625
1,1,4,0.6005859375
1,1,5,-1.36328125
1,1,6,2.6015625
1,1,7,-1.181640625
1,1,8,0.6982421875
1,1,9,0.48950195312
1,1,10,0.84814453125
1,1,11,0.86865234375
1,1,12,-2.509765625
1,1,13,2.67578125
1,1,14,-2.623046875
1,1,15,-0.80029296875
1,1,16,-2.015625
1,1,17,-1.1298828125
1,1,18,0.47094726562
1,1,19,0.010314941406
1,1,20,2.671875
1,1,21,1.337890625
1,1,22,-2.7421875
1,1,23,-1.84765625
1,1,24,-0.6826171875
1,1,25,-1.24609375
1,1,26,0.73291015625
1,1,27,1.2373046875
1,1,28,0.314453125
1,1,29,-1.4267578125
1,1,30,-0.025787353516
1,1,31,3.064453125
1,1,32,-0.39135742188
1,1,33,-2.2265625
1,1,34,0.84765625
1,1,35,0.33618164062
1,1,36,0.20532226562
1,1,37,1.837890625
1,1,38,1.7490234375
1,1,39,-0.018341064453
1,1,40,-0.3291015625
1,1,41,-0.5546875
1,1,42,-1.5400390625
1,1,43,-0.95654296875
1,1,44,-1.4814453125
1,1,45,0.82275390625
1,1,46,0.21215820312
1,1,47,0.83447265625
1,1,48,-0.580078125
1,1,49,0.3740234375
1,1,50,-1.005859375
1,1,51,0.515625
1,1,52,0.99169921875
1,1,53,-0.462890625
1,1,54,0.11334228516
1,1,55,-1.185546875
1,1,56,1.3076171875
1,1,57,-0.051818847656
1,1,58,0.02668762207
1,1,59,0.4443359375
1,1,60,0.011001586914
1,1,61,0.16918945312
1,1,62,0.302734375
1,1,63,1.97265625
1,1,64,-1.4296875
1,1,65,0.919921875
1,1,66,-0.57275390625
1,1,67,1.0048828125
1,1,68,-0.9560546875
1,1,69,-1.177734375
1,1,70,0.12854003906
1,1,71,-1.04296875
1,1,72,-0.8251953125
1,1,73,-0.19604492188
1,1,74,-0.33911132812
1,1,75,-1.1162109375
1,1,76,0.685546875
1,1,77,-0.609375
1,1,78,0.32006835938
1,1,79,0.071166992188
1,1,80,-0.48022460938
1,1,81,-0.13562011719
